oldname	newname	class	subsystem	evidence	status	emitted_turn
flow_main_flash_service_35f0_3654	usb_ep0_stage_in_data_packet__store_lowpage_source_byte	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm EP0 IN data-stage low-page source loop stores current byte then advances pointers	emitted	current_batch_usb_ep0_in_data_stage
flow_main_flash_service_35f0_3656	usb_ep0_stage_in_data_packet__check_lowpage_source_remaining	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm EP0 IN data-stage low-page source loop tests remaining packet byte count	emitted	current_batch_usb_ep0_in_data_stage
flow_main_flash_service_35f0_365a	usb_ep0_stage_in_data_packet__return	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm EP0 IN data-stage common return after staged packet copy	emitted	current_batch_usb_ep0_in_data_stage
main_flash_service_365c	usb_ep0_prepare_in_data_copy_pointers	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm EP0 IN data-stage prepares TBLPTR from source pointer and FSR2 from EP0 destination pointer before each byte copy	emitted	current_batch_usb_ep0_in_data_stage
main_core_service_3672	usb_ep0_store_in_data_byte_and_advance	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm EP0 IN data-stage stores W to destination buffer then advances source/destination pointers and decrements packet count	emitted	current_batch_usb_ep0_in_data_stage
usb_store_stock116_w_bsr0	usb_stage_bdt_template_status_w	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm stages W into the four-byte USB BDT template status byte at stock_116 before EP0 BD arm calls	emitted	current_batch_usb_ep0_bdt_arm
main_core_service_4080	usb_ep0_arm_out_pingpong_bd	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm arms EP0 OUT even or odd ping-pong BDT by copying the staged four-byte descriptor template and setting OWN	emitted	current_batch_usb_ep0_bdt_arm
flow_main_core_service_4080_40a8	usb_ep0_arm_out_pingpong_bd__select_odd_bd	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm nonzero selector path uses BDT offset 0x0404 and buffer address low 0x1C for EP0 OUT odd BD	emitted	current_batch_usb_ep0_bdt_arm
flow_main_core_service_4080_40ae	usb_ep0_arm_out_pingpong_bd__copy_template_and_set_own	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm copies four-byte template from stock_116..119 to selected BDT slot then sets BD status bit7 OWN	emitted	current_batch_usb_ep0_bdt_arm
main_core_service_4080_window	usb_ep0_arm_out_pingpong_bd_window	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm local rcall-range window that jumps to EP0 OUT ping-pong BD arming helper	emitted	current_batch_usb_ep0_bdt_arm
usb_service_4080_update_stock096	usb_ep0_arm_next_out_pingpong_bd	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm toggles stock_096 and arms alternating EP0 OUT even or odd ping-pong BDT slots through main_core_service_4080_window	emitted	current_batch_usb_ep0_bdt_arm
usb_service_4080_update_stock096_nonzero	usb_ep0_arm_next_out_pingpong_bd__arm_even_bd	local_label	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm stock_096 nonzero-decrement path arms EP0 OUT even BDT offset 0x0400 and reloads toggle to 1	emitted	current_batch_usb_ep0_bdt_arm
usb_stage_lowpage_descriptor_dirty_w	usb_ep0_stage_one_byte_lowpage_in_data_pointer	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm stages one-byte low-page control IN data by clearing high source pointer, storing W as low pointer, and falling through to ready path	emitted	current_batch_usb_ep0_bdt_arm
usb_stage_descriptor_dirty_return	usb_ep0_mark_one_byte_lowpage_in_data_ready	private_helper	usb_ep0	src/dlcp_fw/asm/dlcp_main_v34.asm marks low-page one-byte EP0 IN data ready by clearing table-source flag and setting remaining length to 1	emitted	current_batch_usb_ep0_bdt_arm
stock_096_b0	usb_ep0_out_next_bd_toggle_b0	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT ping-pong next-BD toggle used by usb_ep0_arm_next_out_pingpong_bd	emitted	current_batch_usb_ep0_bdt_arm
stock_096_b0_op	usb_ep0_out_next_bd_toggle_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT ping-pong next-BD toggle operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_096_b0_phys	usb_ep0_out_next_bd_toggle_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT ping-pong next-BD toggle physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_116_b1	usb_bdt_template_status_b1	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template status byte copied to selected EP0 OUT BD status slot	emitted	current_batch_usb_ep0_bdt_arm
stock_116_b1_op	usb_bdt_template_status_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template status operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_116_b1_phys	usb_bdt_template_status_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template status physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_117_b1	usb_bdt_template_count_b1	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template byte-count field set to 0x08 before EP0 OUT BD arm	emitted	current_batch_usb_ep0_bdt_arm
stock_117_b1_op	usb_bdt_template_count_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template byte-count operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_117_b1_phys	usb_bdt_template_count_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template byte-count physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_118_b1	usb_bdt_template_addr_lo_b1	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-low byte selects EP0 OUT buffer 0x0414 or 0x041C	emitted	current_batch_usb_ep0_bdt_arm
stock_118_b1_op	usb_bdt_template_addr_lo_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-low operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_118_b1_phys	usb_bdt_template_addr_lo_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-low physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_119_b1	usb_bdt_template_addr_hi_b1	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-high byte set to USB RAM page 0x04 for EP0 OUT buffers	emitted	current_batch_usb_ep0_bdt_arm
stock_119_b1_op	usb_bdt_template_addr_hi_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-high operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_119_b1_phys	usb_bdt_template_addr_hi_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc staged USB BDT template address-high physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_400_b4	usb_ep0_out_even_bd_status_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT even BDT status alias at 0x0400 under OUT-EP0 ping-pong mode	emitted	current_batch_usb_ep0_bdt_arm
stock_400_b4_op	usb_ep0_out_even_bd_status_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT even BDT status operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_400_b4_phys	usb_ep0_out_even_bd_status_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT even BDT status physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_404_b4	usb_ep0_out_odd_bd_status_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT odd BDT status alias at 0x0404 under OUT-EP0 ping-pong mode	emitted	current_batch_usb_ep0_bdt_arm
stock_404_b4_op	usb_ep0_out_odd_bd_status_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT odd BDT status operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_404_b4_phys	usb_ep0_out_odd_bd_status_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 OUT odd BDT status physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_408_b4	usb_ep0_in_bd_status_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT status alias used by EP0 IN transaction arming path	emitted	current_batch_usb_ep0_bdt_arm
stock_408_b4_op	usb_ep0_in_bd_status_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT status operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_408_b4_phys	usb_ep0_in_bd_status_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT status physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_409_b4	usb_ep0_in_bd_count_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT byte-count alias loaded from staged EP0 IN packet length	emitted	current_batch_usb_ep0_bdt_arm
stock_409_b4_op	usb_ep0_in_bd_count_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT byte-count operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_409_b4_phys	usb_ep0_in_bd_count_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT byte-count physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_40A_b4	usb_ep0_in_bd_addr_lo_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-low alias set to control IN buffer low byte 0x24	emitted	current_batch_usb_ep0_bdt_arm
stock_40A_b4_op	usb_ep0_in_bd_addr_lo_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-low operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_40A_b4_phys	usb_ep0_in_bd_addr_lo_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-low physical alias	emitted	current_batch_usb_ep0_bdt_arm
stock_40B_b4	usb_ep0_in_bd_addr_hi_b4	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-high alias set to USB RAM page 0x04	emitted	current_batch_usb_ep0_bdt_arm
stock_40B_b4_op	usb_ep0_in_bd_addr_hi_op	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-high operand alias	emitted	current_batch_usb_ep0_bdt_arm
stock_40B_b4_phys	usb_ep0_in_bd_addr_hi_phys	ram_var	usb_ep0	src/dlcp_fw/asm/dlcp_main_ram.inc EP0 IN BDT address-high physical alias	emitted	current_batch_usb_ep0_bdt_arm
flow_adaptive_baud_select_3936	adaptive_baud_select__master_role_31250_path	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm adaptive_baud_select RC2-low branch clears LATB2 and applies uart_baud_31250_prefix for master/protocol baud	emitted	current_batch_adaptive_baud_select_locals
flow_adaptive_baud_select_3940	adaptive_baud_select__common_pin_and_uart_init	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm adaptive_baud_select convergence after role baud setup clears output pins and calls main_uart_service_4938 before enabling interrupts	emitted	current_batch_adaptive_baud_select_locals
flash_read_fsr2_0017	flash_read_to_scratch_buffer	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm helper clears destination high byte, sets destination low byte to scratch buffer 0x17, then falls through into remapped flash_read	emitted	current_batch_flash_read_locals
flash_read_stock	flash_read_without_preset_remap	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm physical flash-read entry skips preset_b_remap_start_addr and reads caller-supplied program address directly	emitted	current_batch_flash_read_locals
flash_read_stock_fsr2_0017	flash_read_without_preset_remap_to_scratch_buffer	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm physical flash-read scratch helper sets destination to 0x0017 then branches to no-remap flash_read path	emitted	current_batch_flash_read_locals
flow_flash_read_4052	flash_read__copy_next_program_byte	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_read loop executes TBLRD*+, stores TABLAT through FSR2, and advances destination pointer	emitted	current_batch_flash_read_locals
flow_flash_read_4064	flash_read__test_remaining_byte_count	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_read loop updates remaining byte count and branches back while bytes remain before restoring caller TBLPTR	emitted	current_batch_flash_read_locals
flash_erase_remap_end	flash_erase__remap_end_address	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_erase remap path checks and adjusts the end-address high byte for preset-B table window	emitted	current_batch_flash_erase_locals
flash_erase_stock	flash_erase_without_preset_remap	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm physical flash-erase entry skips preset-B remap and erases caller-supplied program-memory block range	emitted	current_batch_flash_erase_locals
flow_flash_erase_3dc0	flash_erase__stage_next_block	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_erase loop stages current block address into TBLPTR and sets EECON1 erase/write-enable bits	emitted	current_batch_flash_erase_locals
flow_flash_erase_3dde	flash_erase__unlock_and_advance_block	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_erase loop runs PIC18 unlock sequence, restores GIE if saved, and advances block cursor by 0x40	emitted	current_batch_flash_erase_locals
flow_flash_erase_3df4	flash_erase__check_end_address	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_erase loop compares current block cursor against inclusive end address before erasing next block	emitted	current_batch_flash_erase_locals
flash_write_stock	flash_write_without_preset_remap	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm physical flash-write entry skips preset-B remap and writes caller-supplied program-memory address range	emitted	current_batch_flash_write_locals
flash_stage_tblptr_from_014_016	flash_write_stage_block_cursor_shadow	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write helper copies current block cursor bytes 0x014..0x016 into the TBLPTR shadow bytes 0x011..0x013	emitted	current_batch_flash_write_locals
flow_flash_write_2e84	flash_write__shift_start_addr_to_block_index	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write prologue shifts start address right five times to derive the 32-byte block index	emitted	current_batch_flash_write_locals
flow_flash_write_2e94	flash_write__restore_block_base_from_index	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write prologue shifts the block index left five times and advances to the next 32-byte boundary	emitted	current_batch_flash_write_locals
flow_flash_write_2eb6	flash_write__start_next_block	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop stages the next block cursor before checking per-block byte capacity	emitted	current_batch_flash_write_locals
flow_flash_write_2ec4	flash_write__copy_next_source_byte	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop copies one source byte through TABLAT and TBLWT then advances source pointer and program cursor	emitted	current_batch_flash_write_locals
flow_flash_write_2ef6	flash_write__test_block_bytes_remaining	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop decrements the 32-byte block-space counter and continues copying until the staged block is full	emitted	current_batch_flash_write_locals
flow_flash_write_2efc	flash_write__prepare_block_commit	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop saves the post-write cursor, stages the block cursor, sets EECON1 program-memory write bits, and records GIE state	emitted	current_batch_flash_write_locals
flow_flash_write_2f24	flash_write__unlock_and_clear_wren	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write commit path runs the PIC18 unlock/WR helper and clears EECON1.WREN afterwards	emitted	current_batch_flash_write_locals
flow_flash_write_2f32	flash_write__reload_next_block_cursor	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop restores the saved post-write cursor as the next block cursor and resets block-space counter to 0x20	emitted	current_batch_flash_write_locals
flow_flash_write_2f44	flash_write__check_remaining_byte_count	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm flash_write loop checks remaining byte count and returns when no source bytes remain before starting another block	emitted	current_batch_flash_write_locals
flash_addr_setup_from_82_83	fw_update_stage_flash_addr_from_cursor	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm copies firmware-update flash cursor stock_082:083 into flash operation start address bytes and clears upper address bytes	emitted	current_batch_fw_update_page_commit
flash_addr_setup_page_c0_0300	fw_update_stage_flash_page_window	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm stages firmware-update flash cursor plus 0x00C0 byte count and page-buffer destination 0x0300 for flash read/write operations	emitted	current_batch_fw_update_page_commit
main_flash_service_2bb8	fw_update_commit_hid_payload_page	private_helper	flash	src/dlcp_fw/asm/dlcp_main_v34.asm HID/programming path appends staged 20-byte payload into page buffer, then erases/writes completed 0xC0 flash page chunks	emitted	current_batch_fw_update_page_commit
flow_main_flash_service_2bb8_2bdc	fw_update_commit_hid_payload_page__copy_staged_payload	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm firmware-update page helper copies staged HID payload bytes into the 0x0300 page buffer at stock_0C5 offset	emitted	current_batch_fw_update_page_commit
flow_main_flash_service_2bb8_src_ready	fw_update_commit_hid_payload_page__payload_source_ready	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm firmware-update page helper converges after optional stock-compatible payload source skew adjustment	emitted	current_batch_fw_update_page_commit
flow_main_flash_service_2bb8_2ca6	fw_update_commit_hid_payload_page__return	local_label	flash	src/dlcp_fw/asm/dlcp_main_v34.asm firmware-update page helper return path after partial buffer fill or after committing completed flash chunk	emitted	current_batch_fw_update_page_commit
